obs,pid,monthnum,year,pud,park,month
3030,19,6,2010,1,GUMO,June
3031,19,7,2010,4,GUMO,July
3032,19,8,2010,2,GUMO,August
3033,19,9,2010,5,GUMO,September
3034,19,10,2010,16,GUMO,October
3035,19,11,2010,20,GUMO,November
3036,19,12,2010,0,GUMO,December
3037,19,1,2011,4,GUMO,January
3038,19,2,2011,3,GUMO,February
3039,19,3,2011,6,GUMO,March
3040,19,4,2011,4,GUMO,April
3041,19,5,2011,8,GUMO,May
3042,19,6,2011,5,GUMO,June
3043,19,7,2011,10,GUMO,July
3044,19,8,2011,2,GUMO,August
3045,19,9,2011,0,GUMO,September
3046,19,10,2011,2,GUMO,October
3047,19,11,2011,15,GUMO,November
3048,19,12,2011,11,GUMO,December
3049,19,1,2012,7,GUMO,January
3050,19,2,2012,3,GUMO,February
3051,19,3,2012,12,GUMO,March
3052,19,4,2012,6,GUMO,April
3053,19,5,2012,7,GUMO,May
3054,19,6,2012,4,GUMO,June
3055,19,7,2012,3,GUMO,July
3056,19,8,2012,4,GUMO,August
3057,19,9,2012,6,GUMO,September
3058,19,10,2012,12,GUMO,October
3059,19,11,2012,10,GUMO,November
3060,19,12,2012,11,GUMO,December
3061,19,1,2013,1,GUMO,January
3062,19,2,2013,0,GUMO,February
3063,19,3,2013,4,GUMO,March
3064,19,4,2013,7,GUMO,April
3065,19,5,2013,15,GUMO,May
3066,19,6,2013,9,GUMO,June
3067,19,7,2013,1,GUMO,July
3068,19,8,2013,2,GUMO,August
3069,19,9,2013,3,GUMO,September
3070,19,10,2013,5,GUMO,October
3071,19,11,2013,3,GUMO,November
3072,19,12,2013,4,GUMO,December
3073,19,1,2014,2,GUMO,January
3074,19,2,2014,1,GUMO,February
3075,19,3,2014,4,GUMO,March
3076,19,4,2014,10,GUMO,April
3077,19,5,2014,4,GUMO,May
3078,19,6,2014,3,GUMO,June
3079,19,7,2014,5,GUMO,July
3080,19,8,2014,4,GUMO,August
3081,19,9,2014,2,GUMO,September
3082,19,10,2014,3,GUMO,October
3083,19,11,2014,4,GUMO,November
3084,19,12,2014,2,GUMO,December
3085,19,1,2015,2,GUMO,January
3086,19,2,2015,1,GUMO,February
3087,19,3,2015,3,GUMO,March
3088,19,4,2015,12,GUMO,April
3089,19,5,2015,3,GUMO,May
3090,19,6,2015,4,GUMO,June
3091,19,7,2015,1,GUMO,July
3092,19,8,2015,4,GUMO,August
3093,19,9,2015,2,GUMO,September
3094,19,10,2015,2,GUMO,October
3095,19,11,2015,7,GUMO,November
3096,19,12,2015,0,GUMO,December
3097,19,1,2016,6,GUMO,January
3098,19,2,2016,0,GUMO,February
3099,19,3,2016,10,GUMO,March
3100,19,4,2016,11,GUMO,April
3101,19,5,2016,0,GUMO,May
3102,19,6,2016,6,GUMO,June
3103,19,7,2016,5,GUMO,July
3104,19,8,2016,2,GUMO,August
3105,19,9,2016,7,GUMO,September
3106,19,10,2016,4,GUMO,October
3107,19,11,2016,7,GUMO,November
3108,19,12,2016,5,GUMO,December
3109,19,1,2017,2,GUMO,January
3110,19,2,2017,0,GUMO,February
3111,19,3,2017,2,GUMO,March
3112,19,4,2017,9,GUMO,April
3113,19,5,2017,3,GUMO,May
3114,19,6,2017,0,GUMO,June
3115,19,7,2017,2,GUMO,July
3116,19,8,2017,0,GUMO,August
3117,19,9,2017,0,GUMO,September
3118,19,10,2017,2,GUMO,October
3119,19,11,2017,4,GUMO,November
3120,19,12,2017,1,GUMO,December
3121,20,1,2005,2,KICA,January
3122,20,2,2005,0,KICA,February
3123,20,3,2005,0,KICA,March
3124,20,4,2005,1,KICA,April
3125,20,5,2005,13,KICA,May
3126,20,6,2005,5,KICA,June
3127,20,7,2005,12,KICA,July
3128,20,8,2005,17,KICA,August
3129,20,9,2005,11,KICA,September
3130,20,10,2005,1,KICA,October
3131,20,11,2005,2,KICA,November
3132,20,12,2005,1,KICA,December
3133,20,1,2006,1,KICA,January
3134,20,2,2006,4,KICA,February
3135,20,3,2006,5,KICA,March
3136,20,4,2006,2,KICA,April
3137,20,5,2006,13,KICA,May
3138,20,6,2006,14,KICA,June
3139,20,7,2006,18,KICA,July
3140,20,8,2006,61,KICA,August
3141,20,9,2006,25,KICA,September
3142,20,10,2006,8,KICA,October
3143,20,11,2006,8,KICA,November
3144,20,12,2006,0,KICA,December
3145,20,1,2007,10,KICA,January
3146,20,2,2007,1,KICA,February
3147,20,3,2007,11,KICA,March
3148,20,4,2007,7,KICA,April
3149,20,5,2007,20,KICA,May
3150,20,6,2007,38,KICA,June
3151,20,7,2007,36,KICA,July
3152,20,8,2007,49,KICA,August
3153,20,9,2007,40,KICA,September
3154,20,10,2007,16,KICA,October
3155,20,11,2007,6,KICA,November
3156,20,12,2007,4,KICA,December
3157,20,1,2008,11,KICA,January
3158,20,2,2008,2,KICA,February
3159,20,3,2008,12,KICA,March
3160,20,4,2008,16,KICA,April
3161,20,5,2008,10,KICA,May
3162,20,6,2008,25,KICA,June
3163,20,7,2008,47,KICA,July
3164,20,8,2008,52,KICA,August
3165,20,9,2008,42,KICA,September
3166,20,10,2008,10,KICA,October
3167,20,11,2008,3,KICA,November
3168,20,12,2008,7,KICA,December
3169,20,1,2009,9,KICA,January
3170,20,2,2009,4,KICA,February
3171,20,3,2009,11,KICA,March
3172,20,4,2009,6,KICA,April
3173,20,5,2009,16,KICA,May
3174,20,6,2009,25,KICA,June
3175,20,7,2009,51,KICA,July
3176,20,8,2009,96,KICA,August
3177,20,9,2009,33,KICA,September
3178,20,10,2009,13,KICA,October
3179,20,11,2009,10,KICA,November
3180,20,12,2009,4,KICA,December
3181,20,1,2010,1,KICA,January
3182,20,2,2010,2,KICA,February
3183,20,3,2010,3,KICA,March
3184,20,4,2010,3,KICA,April
3185,20,5,2010,19,KICA,May
3186,20,6,2010,35,KICA,June
3187,20,7,2010,53,KICA,July
3188,20,8,2010,69,KICA,August
3189,20,9,2010,40,KICA,September
3190,20,10,2010,18,KICA,October
3191,20,11,2010,6,KICA,November
3192,20,12,2010,7,KICA,December
3193,20,1,2011,5,KICA,January
3194,20,2,2011,4,KICA,February
3195,20,3,2011,2,KICA,March
3196,20,4,2011,3,KICA,April
3197,20,5,2011,16,KICA,May
3198,20,6,2011,26,KICA,June
3199,20,7,2011,27,KICA,July
3200,20,8,2011,79,KICA,August
3201,20,9,2011,38,KICA,September
3202,20,10,2011,17,KICA,October
3203,20,11,2011,7,KICA,November
3204,20,12,2011,6,KICA,December
3205,20,1,2012,5,KICA,January
3206,20,2,2012,3,KICA,February
3207,20,3,2012,2,KICA,March
3208,20,4,2012,11,KICA,April
3209,20,5,2012,29,KICA,May
3210,20,6,2012,37,KICA,June
3211,20,7,2012,44,KICA,July
3212,20,8,2012,69,KICA,August
3213,20,9,2012,39,KICA,September
3214,20,10,2012,21,KICA,October
3215,20,11,2012,3,KICA,November
3216,20,12,2012,7,KICA,December
3217,20,1,2013,5,KICA,January
3218,20,2,2013,2,KICA,February
3219,20,3,2013,6,KICA,March
3220,20,4,2013,6,KICA,April
3221,20,5,2013,20,KICA,May
3222,20,6,2013,44,KICA,June
3223,20,7,2013,44,KICA,July
3224,20,8,2013,69,KICA,August
3225,20,9,2013,53,KICA,September
3226,20,10,2013,5,KICA,October
3227,20,11,2013,6,KICA,November
3228,20,12,2013,6,KICA,December
3229,20,1,2014,3,KICA,January
3230,20,2,2014,2,KICA,February
3231,20,3,2014,3,KICA,March
3232,20,4,2014,6,KICA,April
3233,20,5,2014,17,KICA,May
3234,20,6,2014,27,KICA,June
3235,20,7,2014,34,KICA,July
3236,20,8,2014,45,KICA,August
3237,20,9,2014,36,KICA,September
3238,20,10,2014,7,KICA,October
3239,20,11,2014,7,KICA,November
3240,20,12,2014,5,KICA,December
3241,20,1,2015,4,KICA,January
3242,20,2,2015,2,KICA,February
3243,20,3,2015,3,KICA,March
3244,20,4,2015,9,KICA,April
3245,20,5,2015,32,KICA,May
3246,20,6,2015,37,KICA,June
3247,20,7,2015,36,KICA,July
3248,20,8,2015,38,KICA,August
3249,20,9,2015,7,KICA,September
3250,20,10,2015,4,KICA,October
3251,20,11,2015,1,KICA,November
3252,20,12,2015,2,KICA,December
3253,20,1,2016,7,KICA,January
3254,20,2,2016,7,KICA,February
3255,20,3,2016,5,KICA,March
3256,20,4,2016,7,KICA,April
3257,20,5,2016,24,KICA,May
3258,20,6,2016,25,KICA,June
3259,20,7,2016,56,KICA,July
3260,20,8,2016,67,KICA,August
3261,20,9,2016,44,KICA,September
3262,20,10,2016,10,KICA,October
3263,20,11,2016,1,KICA,November
3264,20,12,2016,3,KICA,December
3265,20,1,2017,2,KICA,January
3266,20,2,2017,1,KICA,February
3267,20,3,2017,2,KICA,March
3268,20,4,2017,7,KICA,April
3269,20,5,2017,9,KICA,May
3270,20,6,2017,16,KICA,June
3271,20,7,2017,22,KICA,July
3272,20,8,2017,23,KICA,August
3273,20,9,2017,33,KICA,September
3274,20,10,2017,5,KICA,October
3275,20,11,2017,4,KICA,November
3276,20,12,2017,6,KICA,December
3277,21,1,2005,1,CARE,January
3278,21,2,2005,3,CARE,February
3279,21,3,2005,1,CARE,March
3280,21,4,2005,3,CARE,April
3281,21,5,2005,8,CARE,May
3282,21,6,2005,5,CARE,June
3283,21,7,2005,6,CARE,July
3284,21,8,2005,8,CARE,August
3285,21,9,2005,9,CARE,September
3286,21,10,2005,10,CARE,October
3287,21,11,2005,2,CARE,November
3288,21,12,2005,0,CARE,December
3289,21,1,2006,1,CARE,January
3290,21,2,2006,6,CARE,February
3291,21,3,2006,4,CARE,March
3292,21,4,2006,10,CARE,April
3293,21,5,2006,20,CARE,May
3294,21,6,2006,5,CARE,June
3295,21,7,2006,6,CARE,July
3296,21,8,2006,6,CARE,August
3297,21,9,2006,24,CARE,September
3298,21,10,2006,20,CARE,October
3299,21,11,2006,4,CARE,November
3300,21,12,2006,2,CARE,December
3301,21,1,2007,3,CARE,January
3302,21,2,2007,1,CARE,February
3303,21,3,2007,10,CARE,March
3304,21,4,2007,25,CARE,April
3305,21,5,2007,25,CARE,May
3306,21,6,2007,20,CARE,June
3307,21,7,2007,23,CARE,July
3308,21,8,2007,18,CARE,August
3309,21,9,2007,15,CARE,September
3310,21,10,2007,21,CARE,October
3311,21,11,2007,14,CARE,November
3312,21,12,2007,2,CARE,December
3313,21,1,2008,6,CARE,January
3314,21,2,2008,6,CARE,February
3315,21,3,2008,16,CARE,March
3316,21,4,2008,17,CARE,April
3317,21,5,2008,13,CARE,May
3318,21,6,2008,31,CARE,June
3319,21,7,2008,21,CARE,July
3320,21,8,2008,15,CARE,August
3321,21,9,2008,28,CARE,September
3322,21,10,2008,20,CARE,October
3323,21,11,2008,9,CARE,November
3324,21,12,2008,5,CARE,December
3325,21,1,2009,10,CARE,January
3326,21,2,2009,6,CARE,February
3327,21,3,2009,6,CARE,March
3328,21,4,2009,21,CARE,April
3329,21,5,2009,31,CARE,May
3330,21,6,2009,23,CARE,June
3331,21,7,2009,18,CARE,July
3332,21,8,2009,29,CARE,August
3333,21,9,2009,37,CARE,September
3334,21,10,2009,33,CARE,October
3335,21,11,2009,11,CARE,November
3336,21,12,2009,3,CARE,December
3337,21,1,2010,7,CARE,January
3338,21,2,2010,4,CARE,February
3339,21,3,2010,9,CARE,March
3340,21,4,2010,8,CARE,April
3341,21,5,2010,31,CARE,May
3342,21,6,2010,26,CARE,June
3343,21,7,2010,36,CARE,July
3344,21,8,2010,33,CARE,August
3345,21,9,2010,42,CARE,September
3346,21,10,2010,16,CARE,October
3347,21,11,2010,8,CARE,November
3348,21,12,2010,4,CARE,December
3349,21,1,2011,1,CARE,January
3350,21,2,2011,6,CARE,February
3351,21,3,2011,7,CARE,March
3352,21,4,2011,33,CARE,April
3353,21,5,2011,44,CARE,May
3354,21,6,2011,37,CARE,June
3355,21,7,2011,26,CARE,July
3356,21,8,2011,34,CARE,August
3357,21,9,2011,38,CARE,September
3358,21,10,2011,41,CARE,October
3359,21,11,2011,15,CARE,November
3360,21,12,2011,4,CARE,December
3361,21,1,2012,9,CARE,January
3362,21,2,2012,7,CARE,February
3363,21,3,2012,16,CARE,March
3364,21,4,2012,33,CARE,April
3365,21,5,2012,42,CARE,May
3366,21,6,2012,26,CARE,June
3367,21,7,2012,22,CARE,July
3368,21,8,2012,27,CARE,August
3369,21,9,2012,30,CARE,September
3370,21,10,2012,23,CARE,October
3371,21,11,2012,8,CARE,November
3372,21,12,2012,3,CARE,December
3373,21,1,2013,3,CARE,January
3374,21,2,2013,5,CARE,February
3375,21,3,2013,12,CARE,March
3376,21,4,2013,17,CARE,April
3377,21,5,2013,26,CARE,May
3378,21,6,2013,27,CARE,June
3379,21,7,2013,27,CARE,July
3380,21,8,2013,19,CARE,August
3381,21,9,2013,29,CARE,September
3382,21,10,2013,17,CARE,October
3383,21,11,2013,8,CARE,November
3384,21,12,2013,7,CARE,December
3385,21,1,2014,5,CARE,January
3386,21,2,2014,8,CARE,February
3387,21,3,2014,14,CARE,March
3388,21,4,2014,21,CARE,April
3389,21,5,2014,29,CARE,May
3390,21,6,2014,12,CARE,June
3391,21,7,2014,25,CARE,July
3392,21,8,2014,10,CARE,August
3393,21,9,2014,16,CARE,September
3394,21,10,2014,26,CARE,October
3395,21,11,2014,11,CARE,November
3396,21,12,2014,9,CARE,December
3397,21,1,2015,4,CARE,January
3398,21,2,2015,3,CARE,February
3399,21,3,2015,7,CARE,March
3400,21,4,2015,20,CARE,April
3401,21,5,2015,41,CARE,May
3402,21,6,2015,18,CARE,June
3403,21,7,2015,19,CARE,July
3404,21,8,2015,18,CARE,August
3405,21,9,2015,30,CARE,September
3406,21,10,2015,28,CARE,October
3407,21,11,2015,8,CARE,November
3408,21,12,2015,3,CARE,December
3409,21,1,2016,3,CARE,January
3410,21,2,2016,6,CARE,February
3411,21,3,2016,14,CARE,March
3412,21,4,2016,20,CARE,April
3413,21,5,2016,32,CARE,May
3414,21,6,2016,31,CARE,June
3415,21,7,2016,11,CARE,July
3416,21,8,2016,17,CARE,August
3417,21,9,2016,23,CARE,September
3418,21,10,2016,34,CARE,October
3419,21,11,2016,20,CARE,November
3420,21,12,2016,7,CARE,December
3421,21,1,2017,0,CARE,January
3422,21,2,2017,2,CARE,February
3423,21,3,2017,5,CARE,March
3424,21,4,2017,26,CARE,April
3425,21,5,2017,23,CARE,May
3426,21,6,2017,12,CARE,June
3427,21,7,2017,10,CARE,July
3428,21,8,2017,15,CARE,August
3429,21,9,2017,18,CARE,September
3430,21,10,2017,24,CARE,October
3431,21,11,2017,4,CARE,November
3432,21,12,2017,3,CARE,December
3433,22,1,2005,12,JOTR,January
3434,22,2,2005,15,JOTR,February
3435,22,3,2005,47,JOTR,March
3436,22,4,2005,22,JOTR,April
3437,22,5,2005,29,JOTR,May
3438,22,6,2005,8,JOTR,June
3439,22,7,2005,14,JOTR,July
3440,22,8,2005,15,JOTR,August
3441,22,9,2005,16,JOTR,September
3442,22,10,2005,15,JOTR,October
3443,22,11,2005,30,JOTR,November
3444,22,12,2005,27,JOTR,December
3445,22,1,2006,35,JOTR,January
3446,22,2,2006,30,JOTR,February
3447,22,3,2006,46,JOTR,March
3448,22,4,2006,60,JOTR,April
3449,22,5,2006,43,JOTR,May
3450,22,6,2006,23,JOTR,June
3451,22,7,2006,27,JOTR,July
3452,22,8,2006,34,JOTR,August
3453,22,9,2006,46,JOTR,September
3454,22,10,2006,46,JOTR,October
3455,22,11,2006,41,JOTR,November
3456,22,12,2006,46,JOTR,December
3457,22,1,2007,67,JOTR,January
3458,22,2,2007,51,JOTR,February
3459,22,3,2007,78,JOTR,March
3460,22,4,2007,80,JOTR,April
3461,22,5,2007,52,JOTR,May
3462,22,6,2007,42,JOTR,June
3463,22,7,2007,33,JOTR,July
3464,22,8,2007,23,JOTR,August
3465,22,9,2007,42,JOTR,September
3466,22,10,2007,50,JOTR,October
3467,22,11,2007,72,JOTR,November
3468,22,12,2007,57,JOTR,December
3469,22,1,2008,52,JOTR,January
3470,22,2,2008,85,JOTR,February
3471,22,3,2008,126,JOTR,March
3472,22,4,2008,99,JOTR,April
3473,22,5,2008,60,JOTR,May
3474,22,6,2008,35,JOTR,June
3475,22,7,2008,34,JOTR,July
3476,22,8,2008,46,JOTR,August
3477,22,9,2008,44,JOTR,September
3478,22,10,2008,57,JOTR,October
3479,22,11,2008,81,JOTR,November
3480,22,12,2008,64,JOTR,December
3481,22,1,2009,85,JOTR,January
3482,22,2,2009,64,JOTR,February
3483,22,3,2009,98,JOTR,March
3484,22,4,2009,72,JOTR,April
3485,22,5,2009,58,JOTR,May
3486,22,6,2009,59,JOTR,June
3487,22,7,2009,23,JOTR,July
3488,22,8,2009,45,JOTR,August
3489,22,9,2009,32,JOTR,September
3490,22,10,2009,50,JOTR,October
3491,22,11,2009,39,JOTR,November
3492,22,12,2009,73,JOTR,December
3493,22,1,2010,71,JOTR,January
3494,22,2,2010,75,JOTR,February
3495,22,3,2010,128,JOTR,March
3496,22,4,2010,79,JOTR,April
3497,22,5,2010,77,JOTR,May
3498,22,6,2010,39,JOTR,June
3499,22,7,2010,49,JOTR,July
3500,22,8,2010,64,JOTR,August
3501,22,9,2010,64,JOTR,September
3502,22,10,2010,66,JOTR,October
3503,22,11,2010,97,JOTR,November
3504,22,12,2010,96,JOTR,December
3505,22,1,2011,96,JOTR,January
3506,22,2,2011,72,JOTR,February
3507,22,3,2011,125,JOTR,March
3508,22,4,2011,154,JOTR,April
3509,22,5,2011,94,JOTR,May
3510,22,6,2011,54,JOTR,June
3511,22,7,2011,47,JOTR,July
3512,22,8,2011,52,JOTR,August
3513,22,9,2011,40,JOTR,September
3514,22,10,2011,54,JOTR,October
3515,22,11,2011,87,JOTR,November
3516,22,12,2011,88,JOTR,December
3517,22,1,2012,80,JOTR,January
3518,22,2,2012,75,JOTR,February
3519,22,3,2012,127,JOTR,March
3520,22,4,2012,118,JOTR,April
3521,22,5,2012,78,JOTR,May
3522,22,6,2012,41,JOTR,June
3523,22,7,2012,49,JOTR,July
3524,22,8,2012,62,JOTR,August
3525,22,9,2012,46,JOTR,September
3526,22,10,2012,64,JOTR,October
3527,22,11,2012,80,JOTR,November
3528,22,12,2012,102,JOTR,December
3529,22,1,2013,61,JOTR,January
3530,22,2,2013,83,JOTR,February
3531,22,3,2013,86,JOTR,March
3532,22,4,2013,121,JOTR,April
3533,22,5,2013,69,JOTR,May
3534,22,6,2013,30,JOTR,June
3535,22,7,2013,31,JOTR,July
3536,22,8,2013,36,JOTR,August
3537,22,9,2013,28,JOTR,September
3538,22,10,2013,24,JOTR,October
3539,22,11,2013,57,JOTR,November
3540,22,12,2013,67,JOTR,December
3541,22,1,2014,67,JOTR,January
3542,22,2,2014,77,JOTR,February
3543,22,3,2014,104,JOTR,March
3544,22,4,2014,78,JOTR,April
3545,22,5,2014,44,JOTR,May
3546,22,6,2014,38,JOTR,June
3547,22,7,2014,40,JOTR,July
3548,22,8,2014,48,JOTR,August
3549,22,9,2014,38,JOTR,September
3550,22,10,2014,45,JOTR,October
3551,22,11,2014,44,JOTR,November
3552,22,12,2014,77,JOTR,December
3553,22,1,2015,70,JOTR,January
3554,22,2,2015,80,JOTR,February
3555,22,3,2015,85,JOTR,March
3556,22,4,2015,84,JOTR,April
3557,22,5,2015,78,JOTR,May
3558,22,6,2015,45,JOTR,June
3559,22,7,2015,42,JOTR,July
3560,22,8,2015,44,JOTR,August
3561,22,9,2015,27,JOTR,September
3562,22,10,2015,52,JOTR,October
3563,22,11,2015,56,JOTR,November
3564,22,12,2015,58,JOTR,December
3565,22,1,2016,68,JOTR,January
3566,22,2,2016,66,JOTR,February
3567,22,3,2016,89,JOTR,March
3568,22,4,2016,66,JOTR,April
3569,22,5,2016,46,JOTR,May
3570,22,6,2016,27,JOTR,June
3571,22,7,2016,34,JOTR,July
3572,22,8,2016,32,JOTR,August
3573,22,9,2016,39,JOTR,September
3574,22,10,2016,54,JOTR,October
3575,22,11,2016,55,JOTR,November
3576,22,12,2016,46,JOTR,December
3577,22,1,2017,39,JOTR,January
3578,22,2,2017,35,JOTR,February
3579,22,3,2017,85,JOTR,March
3580,22,4,2017,72,JOTR,April
3581,22,5,2017,29,JOTR,May
3582,22,6,2017,18,JOTR,June
3583,22,7,2017,14,JOTR,July
3584,22,8,2017,23,JOTR,August
3585,22,9,2017,34,JOTR,September
3586,22,10,2017,29,JOTR,October
3587,22,11,2017,30,JOTR,November
3588,22,12,2017,24,JOTR,December
3589,23,1,2005,1,PINN,January
3590,23,2,2005,2,PINN,February
3591,23,3,2005,3,PINN,March
3592,23,4,2005,4,PINN,April
3593,23,5,2005,1,PINN,May
3594,23,6,2005,2,PINN,June
3595,23,7,2005,0,PINN,July
3596,23,8,2005,0,PINN,August
3597,23,9,2005,3,PINN,September
3598,23,10,2005,3,PINN,October
3599,23,11,2005,1,PINN,November
3600,23,12,2005,0,PINN,December
3601,23,1,2006,2,PINN,January
3602,23,2,2006,2,PINN,February
3603,23,3,2006,4,PINN,March
3604,23,4,2006,5,PINN,April
3605,23,5,2006,8,PINN,May
3606,23,6,2006,2,PINN,June
3607,23,7,2006,6,PINN,July
3608,23,8,2006,0,PINN,August
3609,23,9,2006,6,PINN,September
3610,23,10,2006,11,PINN,October
3611,23,11,2006,9,PINN,November
3612,23,12,2006,5,PINN,December
3613,23,1,2007,3,PINN,January
3614,23,2,2007,7,PINN,February
3615,23,3,2007,10,PINN,March
3616,23,4,2007,12,PINN,April
3617,23,5,2007,10,PINN,May
3618,23,6,2007,1,PINN,June
3619,23,7,2007,6,PINN,July
3620,23,8,2007,7,PINN,August
3621,23,9,2007,3,PINN,September
3622,23,10,2007,5,PINN,October
3623,23,11,2007,3,PINN,November
3624,23,12,2007,6,PINN,December
3625,23,1,2008,6,PINN,January
3626,23,2,2008,13,PINN,February
3627,23,3,2008,20,PINN,March
3628,23,4,2008,10,PINN,April
3629,23,5,2008,13,PINN,May
3630,23,6,2008,4,PINN,June
3631,23,7,2008,4,PINN,July
3632,23,8,2008,2,PINN,August
3633,23,9,2008,3,PINN,September
3634,23,10,2008,6,PINN,October
3635,23,11,2008,6,PINN,November
3636,23,12,2008,5,PINN,December
3637,23,1,2009,3,PINN,January
3638,23,2,2009,5,PINN,February
3639,23,3,2009,9,PINN,March
3640,23,4,2009,14,PINN,April
3641,23,5,2009,10,PINN,May
3642,23,6,2009,10,PINN,June
3643,23,7,2009,6,PINN,July
3644,23,8,2009,4,PINN,August
3645,23,9,2009,5,PINN,September
3646,23,10,2009,7,PINN,October
3647,23,11,2009,5,PINN,November
3648,23,12,2009,4,PINN,December
3649,23,1,2010,2,PINN,January
3650,23,2,2010,6,PINN,February
3651,23,3,2010,10,PINN,March
3652,23,4,2010,19,PINN,April
3653,23,5,2010,14,PINN,May
3654,23,6,2010,9,PINN,June
3655,23,7,2010,5,PINN,July
3656,23,8,2010,4,PINN,August
3657,23,9,2010,6,PINN,September
3658,23,10,2010,5,PINN,October
3659,23,11,2010,5,PINN,November
3660,23,12,2010,7,PINN,December
3661,23,1,2011,4,PINN,January
3662,23,2,2011,11,PINN,February
3663,23,3,2011,7,PINN,March
3664,23,4,2011,22,PINN,April
3665,23,5,2011,21,PINN,May
3666,23,6,2011,7,PINN,June
3667,23,7,2011,4,PINN,July
3668,23,8,2011,6,PINN,August
3669,23,9,2011,3,PINN,September
3670,23,10,2011,7,PINN,October
3671,23,11,2011,3,PINN,November
3672,23,12,2011,6,PINN,December
3673,23,1,2012,3,PINN,January
3674,23,2,2012,13,PINN,February
3675,23,3,2012,12,PINN,March
3676,23,4,2012,14,PINN,April
3677,23,5,2012,17,PINN,May
3678,23,6,2012,5,PINN,June
3679,23,7,2012,8,PINN,July
3680,23,8,2012,5,PINN,August
3681,23,9,2012,6,PINN,September
3682,23,10,2012,5,PINN,October
3683,23,11,2012,8,PINN,November
3684,23,12,2012,4,PINN,December
3685,23,1,2013,8,PINN,January
3686,23,2,2013,10,PINN,February
3687,23,3,2013,19,PINN,March
3688,23,4,2013,13,PINN,April
3689,23,5,2013,17,PINN,May
3690,23,6,2013,1,PINN,June
3691,23,7,2013,4,PINN,July
3692,23,8,2013,6,PINN,August
3693,23,9,2013,5,PINN,September
3694,23,10,2013,3,PINN,October
3695,23,11,2013,5,PINN,November
3696,23,12,2013,6,PINN,December
3697,23,1,2014,11,PINN,January
3698,23,2,2014,7,PINN,February
3699,23,3,2014,14,PINN,March
3700,23,4,2014,9,PINN,April
3701,23,5,2014,8,PINN,May
3702,23,6,2014,5,PINN,June
3703,23,7,2014,11,PINN,July
3704,23,8,2014,4,PINN,August
3705,23,9,2014,6,PINN,September
3706,23,10,2014,4,PINN,October
3707,23,11,2014,2,PINN,November
3708,23,12,2014,7,PINN,December
3709,23,1,2015,11,PINN,January
3710,23,2,2015,11,PINN,February
3711,23,3,2015,22,PINN,March
3712,23,4,2015,10,PINN,April
3713,23,5,2015,9,PINN,May
3714,23,6,2015,11,PINN,June
3715,23,7,2015,11,PINN,July
3716,23,8,2015,9,PINN,August
3717,23,9,2015,5,PINN,September
3718,23,10,2015,9,PINN,October
3719,23,11,2015,2,PINN,November
3720,23,12,2015,5,PINN,December
3721,23,1,2016,7,PINN,January
3722,23,2,2016,20,PINN,February
3723,23,3,2016,6,PINN,March
3724,23,4,2016,13,PINN,April
3725,23,5,2016,16,PINN,May
3726,23,6,2016,4,PINN,June
3727,23,7,2016,1,PINN,July
3728,23,8,2016,2,PINN,August
3729,23,9,2016,2,PINN,September
3730,23,10,2016,15,PINN,October
3731,23,11,2016,11,PINN,November
3732,23,12,2016,5,PINN,December
3733,23,1,2017,2,PINN,January
3734,23,2,2017,1,PINN,February
3735,23,3,2017,7,PINN,March
3736,23,4,2017,13,PINN,April
3737,23,5,2017,9,PINN,May
3738,23,6,2017,2,PINN,June
3739,23,7,2017,3,PINN,July
3740,23,8,2017,2,PINN,August
3741,23,9,2017,1,PINN,September
3742,23,10,2017,6,PINN,October
3743,23,11,2017,5,PINN,November
3744,23,12,2017,2,PINN,December
3745,24,1,2005,6,VIIS,January
3746,24,2,2005,3,VIIS,February
3747,24,3,2005,13,VIIS,March
3748,24,4,2005,7,VIIS,April
3749,24,5,2005,9,VIIS,May
3750,24,6,2005,4,VIIS,June
3751,24,7,2005,10,VIIS,July
3752,24,8,2005,4,VIIS,August
3753,24,9,2005,6,VIIS,September
3754,24,10,2005,7,VIIS,October
3755,24,11,2005,10,VIIS,November
3756,24,12,2005,12,VIIS,December
3757,24,1,2006,15,VIIS,January
3758,24,2,2006,14,VIIS,February
3759,24,3,2006,21,VIIS,March
3760,24,4,2006,22,VIIS,April
3761,24,5,2006,14,VIIS,May
3762,24,6,2006,18,VIIS,June
3763,24,7,2006,26,VIIS,July
3764,24,8,2006,14,VIIS,August
3765,24,9,2006,7,VIIS,September
3766,24,10,2006,11,VIIS,October
3767,24,11,2006,8,VIIS,November
3768,24,12,2006,30,VIIS,December
3769,24,1,2007,21,VIIS,January
3770,24,2,2007,35,VIIS,February
3771,24,3,2007,33,VIIS,March
3772,24,4,2007,14,VIIS,April
3773,24,5,2007,23,VIIS,May
3774,24,6,2007,32,VIIS,June
3775,24,7,2007,16,VIIS,July
3776,24,8,2007,14,VIIS,August
3777,24,9,2007,18,VIIS,September
3778,24,10,2007,9,VIIS,October
3779,24,11,2007,5,VIIS,November
3780,24,12,2007,32,VIIS,December
3781,24,1,2008,10,VIIS,January
3782,24,2,2008,37,VIIS,February
3783,24,3,2008,31,VIIS,March
3784,24,4,2008,21,VIIS,April
