obs,pid,monthnum,year,pud,park,month
2278,14,10,2012,23,MEVE,October
2279,14,11,2012,11,MEVE,November
2280,14,12,2012,4,MEVE,December
2281,14,1,2013,1,MEVE,January
2282,14,2,2013,3,MEVE,February
2283,14,3,2013,5,MEVE,March
2284,14,4,2013,9,MEVE,April
2285,14,5,2013,28,MEVE,May
2286,14,6,2013,34,MEVE,June
2287,14,7,2013,34,MEVE,July
2288,14,8,2013,23,MEVE,August
2289,14,9,2013,34,MEVE,September
2290,14,10,2013,4,MEVE,October
2291,14,11,2013,5,MEVE,November
2292,14,12,2013,3,MEVE,December
2293,14,1,2014,6,MEVE,January
2294,14,2,2014,5,MEVE,February
2295,14,3,2014,1,MEVE,March
2296,14,4,2014,5,MEVE,April
2297,14,5,2014,14,MEVE,May
2298,14,6,2014,29,MEVE,June
2299,14,7,2014,23,MEVE,July
2300,14,8,2014,30,MEVE,August
2301,14,9,2014,24,MEVE,September
2302,14,10,2014,18,MEVE,October
2303,14,11,2014,4,MEVE,November
2304,14,12,2014,5,MEVE,December
2305,14,1,2015,2,MEVE,January
2306,14,2,2015,5,MEVE,February
2307,14,3,2015,2,MEVE,March
2308,14,4,2015,5,MEVE,April
2309,14,5,2015,11,MEVE,May
2310,14,6,2015,23,MEVE,June
2311,14,7,2015,21,MEVE,July
2312,14,8,2015,14,MEVE,August
2313,14,9,2015,27,MEVE,September
2314,14,10,2015,13,MEVE,October
2315,14,11,2015,6,MEVE,November
2316,14,12,2015,7,MEVE,December
2317,14,1,2016,1,MEVE,January
2318,14,2,2016,1,MEVE,February
2319,14,3,2016,4,MEVE,March
2320,14,4,2016,7,MEVE,April
2321,14,5,2016,15,MEVE,May
2322,14,6,2016,13,MEVE,June
2323,14,7,2016,20,MEVE,July
2324,14,8,2016,9,MEVE,August
2325,14,9,2016,19,MEVE,September
2326,14,10,2016,10,MEVE,October
2327,14,11,2016,5,MEVE,November
2328,14,12,2016,0,MEVE,December
2329,14,1,2017,1,MEVE,January
2330,14,2,2017,1,MEVE,February
2331,14,3,2017,3,MEVE,March
2332,14,4,2017,7,MEVE,April
2333,14,5,2017,4,MEVE,May
2334,14,6,2017,6,MEVE,June
2335,14,7,2017,8,MEVE,July
2336,14,8,2017,11,MEVE,August
2337,14,9,2017,15,MEVE,September
2338,14,10,2017,11,MEVE,October
2339,14,11,2017,1,MEVE,November
2340,14,12,2017,4,MEVE,December
2341,15,1,2005,2,GRBA,January
2342,15,2,2005,0,GRBA,February
2343,15,3,2005,0,GRBA,March
2344,15,4,2005,0,GRBA,April
2345,15,5,2005,2,GRBA,May
2346,15,6,2005,1,GRBA,June
2347,15,7,2005,0,GRBA,July
2348,15,8,2005,1,GRBA,August
2349,15,9,2005,1,GRBA,September
2350,15,10,2005,3,GRBA,October
2351,15,11,2005,0,GRBA,November
2352,15,12,2005,0,GRBA,December
2353,15,1,2006,2,GRBA,January
2354,15,2,2006,0,GRBA,February
2355,15,3,2006,0,GRBA,March
2356,15,4,2006,1,GRBA,April
2357,15,5,2006,1,GRBA,May
2358,15,6,2006,4,GRBA,June
2359,15,7,2006,9,GRBA,July
2360,15,8,2006,4,GRBA,August
2361,15,9,2006,2,GRBA,September
2362,15,10,2006,2,GRBA,October
2363,15,11,2006,1,GRBA,November
2364,15,12,2006,1,GRBA,December
2365,15,1,2007,0,GRBA,January
2366,15,2,2007,0,GRBA,February
2367,15,3,2007,1,GRBA,March
2368,15,4,2007,0,GRBA,April
2369,15,5,2007,4,GRBA,May
2370,15,6,2007,2,GRBA,June
2371,15,7,2007,11,GRBA,July
2372,15,8,2007,0,GRBA,August
2373,15,9,2007,6,GRBA,September
2374,15,10,2007,3,GRBA,October
2375,15,11,2007,1,GRBA,November
2376,15,12,2007,0,GRBA,December
2377,15,1,2008,1,GRBA,January
2378,15,2,2008,0,GRBA,February
2379,15,3,2008,1,GRBA,March
2380,15,4,2008,3,GRBA,April
2381,15,5,2008,3,GRBA,May
2382,15,6,2008,10,GRBA,June
2383,15,7,2008,10,GRBA,July
2384,15,8,2008,6,GRBA,August
2385,15,9,2008,5,GRBA,September
2386,15,10,2008,3,GRBA,October
2387,15,11,2008,0,GRBA,November
2388,15,12,2008,1,GRBA,December
2389,15,1,2009,4,GRBA,January
2390,15,2,2009,1,GRBA,February
2391,15,3,2009,1,GRBA,March
2392,15,4,2009,1,GRBA,April
2393,15,5,2009,5,GRBA,May
2394,15,6,2009,5,GRBA,June
2395,15,7,2009,9,GRBA,July
2396,15,8,2009,7,GRBA,August
2397,15,9,2009,6,GRBA,September
2398,15,10,2009,3,GRBA,October
2399,15,11,2009,1,GRBA,November
2400,15,12,2009,0,GRBA,December
2401,15,1,2010,0,GRBA,January
2402,15,2,2010,0,GRBA,February
2403,15,3,2010,1,GRBA,March
2404,15,4,2010,2,GRBA,April
2405,15,5,2010,10,GRBA,May
2406,15,6,2010,5,GRBA,June
2407,15,7,2010,13,GRBA,July
2408,15,8,2010,18,GRBA,August
2409,15,9,2010,16,GRBA,September
2410,15,10,2010,2,GRBA,October
2411,15,11,2010,0,GRBA,November
2412,15,12,2010,2,GRBA,December
2413,15,1,2011,5,GRBA,January
2414,15,2,2011,2,GRBA,February
2415,15,3,2011,0,GRBA,March
2416,15,4,2011,6,GRBA,April
2417,15,5,2011,4,GRBA,May
2418,15,6,2011,7,GRBA,June
2419,15,7,2011,6,GRBA,July
2420,15,8,2011,2,GRBA,August
2421,15,9,2011,10,GRBA,September
2422,15,10,2011,5,GRBA,October
2423,15,11,2011,1,GRBA,November
2424,15,12,2011,2,GRBA,December
2425,15,1,2012,0,GRBA,January
2426,15,2,2012,1,GRBA,February
2427,15,3,2012,4,GRBA,March
2428,15,4,2012,2,GRBA,April
2429,15,5,2012,9,GRBA,May
2430,15,6,2012,9,GRBA,June
2431,15,7,2012,9,GRBA,July
2432,15,8,2012,11,GRBA,August
2433,15,9,2012,11,GRBA,September
2434,15,10,2012,5,GRBA,October
2435,15,11,2012,2,GRBA,November
2436,15,12,2012,1,GRBA,December
2437,15,1,2013,0,GRBA,January
2438,15,2,2013,1,GRBA,February
2439,15,3,2013,0,GRBA,March
2440,15,4,2013,2,GRBA,April
2441,15,5,2013,5,GRBA,May
2442,15,6,2013,11,GRBA,June
2443,15,7,2013,6,GRBA,July
2444,15,8,2013,8,GRBA,August
2445,15,9,2013,14,GRBA,September
2446,15,10,2013,1,GRBA,October
2447,15,11,2013,0,GRBA,November
2448,15,12,2013,2,GRBA,December
2449,15,1,2014,1,GRBA,January
2450,15,2,2014,1,GRBA,February
2451,15,3,2014,3,GRBA,March
2452,15,4,2014,0,GRBA,April
2453,15,5,2014,3,GRBA,May
2454,15,6,2014,7,GRBA,June
2455,15,7,2014,8,GRBA,July
2456,15,8,2014,12,GRBA,August
2457,15,9,2014,5,GRBA,September
2458,15,10,2014,4,GRBA,October
2459,15,11,2014,1,GRBA,November
2460,15,12,2014,1,GRBA,December
2461,15,1,2015,0,GRBA,January
2462,15,2,2015,3,GRBA,February
2463,15,3,2015,0,GRBA,March
2464,15,4,2015,0,GRBA,April
2465,15,5,2015,3,GRBA,May
2466,15,6,2015,2,GRBA,June
2467,15,7,2015,3,GRBA,July
2468,15,8,2015,6,GRBA,August
2469,15,9,2015,14,GRBA,September
2470,15,10,2015,5,GRBA,October
2471,15,11,2015,1,GRBA,November
2472,15,12,2015,2,GRBA,December
2473,15,1,2016,1,GRBA,January
2474,15,2,2016,0,GRBA,February
2475,15,3,2016,0,GRBA,March
2476,15,4,2016,0,GRBA,April
2477,15,5,2016,4,GRBA,May
2478,15,6,2016,8,GRBA,June
2479,15,7,2016,8,GRBA,July
2480,15,8,2016,10,GRBA,August
2481,15,9,2016,5,GRBA,September
2482,15,10,2016,4,GRBA,October
2483,15,11,2016,0,GRBA,November
2484,15,12,2016,1,GRBA,December
2485,15,1,2017,0,GRBA,January
2486,15,2,2017,1,GRBA,February
2487,15,3,2017,2,GRBA,March
2488,15,4,2017,0,GRBA,April
2489,15,5,2017,2,GRBA,May
2490,15,6,2017,6,GRBA,June
2491,15,7,2017,6,GRBA,July
2492,15,8,2017,3,GRBA,August
2493,15,9,2017,5,GRBA,September
2494,15,10,2017,2,GRBA,October
2495,15,11,2017,0,GRBA,November
2496,15,12,2017,0,GRBA,December
2497,16,1,2005,0,CHIS,January
2498,16,2,2005,1,CHIS,February
2499,16,3,2005,2,CHIS,March
2500,16,4,2005,2,CHIS,April
2501,16,5,2005,7,CHIS,May
2502,16,6,2005,0,CHIS,June
2503,16,7,2005,5,CHIS,July
2504,16,8,2005,3,CHIS,August
2505,16,9,2005,0,CHIS,September
2506,16,10,2005,2,CHIS,October
2507,16,11,2005,1,CHIS,November
2508,16,12,2005,2,CHIS,December
2509,16,1,2006,0,CHIS,January
2510,16,2,2006,1,CHIS,February
2511,16,3,2006,1,CHIS,March
2512,16,4,2006,8,CHIS,April
2513,16,5,2006,3,CHIS,May
2514,16,6,2006,13,CHIS,June
2515,16,7,2006,9,CHIS,July
2516,16,8,2006,7,CHIS,August
2517,16,9,2006,11,CHIS,September
2518,16,10,2006,20,CHIS,October
2519,16,11,2006,11,CHIS,November
2520,16,12,2006,7,CHIS,December
2521,16,1,2007,0,CHIS,January
2522,16,2,2007,9,CHIS,February
2523,16,3,2007,11,CHIS,March
2524,16,4,2007,10,CHIS,April
2525,16,5,2007,26,CHIS,May
2526,16,6,2007,6,CHIS,June
2527,16,7,2007,16,CHIS,July
2528,16,8,2007,22,CHIS,August
2529,16,9,2007,25,CHIS,September
2530,16,10,2007,5,CHIS,October
2531,16,11,2007,9,CHIS,November
2532,16,12,2007,6,CHIS,December
2533,16,1,2008,6,CHIS,January
2534,16,2,2008,6,CHIS,February
2535,16,3,2008,7,CHIS,March
2536,16,4,2008,19,CHIS,April
2537,16,5,2008,13,CHIS,May
2538,16,6,2008,11,CHIS,June
2539,16,7,2008,20,CHIS,July
2540,16,8,2008,14,CHIS,August
2541,16,9,2008,11,CHIS,September
2542,16,10,2008,12,CHIS,October
2543,16,11,2008,7,CHIS,November
2544,16,12,2008,11,CHIS,December
2545,16,1,2009,10,CHIS,January
2546,16,2,2009,4,CHIS,February
2547,16,3,2009,12,CHIS,March
2548,16,4,2009,12,CHIS,April
2549,16,5,2009,7,CHIS,May
2550,16,6,2009,10,CHIS,June
2551,16,7,2009,26,CHIS,July
2552,16,8,2009,18,CHIS,August
2553,16,9,2009,13,CHIS,September
2554,16,10,2009,22,CHIS,October
2555,16,11,2009,1,CHIS,November
2556,16,12,2009,7,CHIS,December
2557,16,1,2010,10,CHIS,January
2558,16,2,2010,4,CHIS,February
2559,16,3,2010,8,CHIS,March
2560,16,4,2010,13,CHIS,April
2561,16,5,2010,11,CHIS,May
2562,16,6,2010,11,CHIS,June
2563,16,7,2010,11,CHIS,July
2564,16,8,2010,9,CHIS,August
2565,16,9,2010,21,CHIS,September
2566,16,10,2010,2,CHIS,October
2567,16,11,2010,4,CHIS,November
2568,16,12,2010,12,CHIS,December
2569,16,1,2011,10,CHIS,January
2570,16,2,2011,5,CHIS,February
2571,16,3,2011,10,CHIS,March
2572,16,4,2011,13,CHIS,April
2573,16,5,2011,10,CHIS,May
2574,16,6,2011,17,CHIS,June
2575,16,7,2011,25,CHIS,July
2576,16,8,2011,15,CHIS,August
2577,16,9,2011,12,CHIS,September
2578,16,10,2011,22,CHIS,October
2579,16,11,2011,7,CHIS,November
2580,16,12,2011,12,CHIS,December
2581,16,1,2012,13,CHIS,January
2582,16,2,2012,7,CHIS,February
2583,16,3,2012,12,CHIS,March
2584,16,4,2012,15,CHIS,April
2585,16,5,2012,13,CHIS,May
2586,16,6,2012,7,CHIS,June
2587,16,7,2012,20,CHIS,July
2588,16,8,2012,14,CHIS,August
2589,16,9,2012,12,CHIS,September
2590,16,10,2012,11,CHIS,October
2591,16,11,2012,7,CHIS,November
2592,16,12,2012,10,CHIS,December
2593,16,1,2013,2,CHIS,January
2594,16,2,2013,2,CHIS,February
2595,16,3,2013,10,CHIS,March
2596,16,4,2013,13,CHIS,April
2597,16,5,2013,5,CHIS,May
2598,16,6,2013,9,CHIS,June
2599,16,7,2013,12,CHIS,July
2600,16,8,2013,6,CHIS,August
2601,16,9,2013,7,CHIS,September
2602,16,10,2013,7,CHIS,October
2603,16,11,2013,4,CHIS,November
2604,16,12,2013,6,CHIS,December
2605,16,1,2014,9,CHIS,January
2606,16,2,2014,2,CHIS,February
2607,16,3,2014,15,CHIS,March
2608,16,4,2014,4,CHIS,April
2609,16,5,2014,12,CHIS,May
2610,16,6,2014,12,CHIS,June
2611,16,7,2014,14,CHIS,July
2612,16,8,2014,11,CHIS,August
2613,16,9,2014,7,CHIS,September
2614,16,10,2014,3,CHIS,October
2615,16,11,2014,5,CHIS,November
2616,16,12,2014,6,CHIS,December
2617,16,1,2015,16,CHIS,January
2618,16,2,2015,2,CHIS,February
2619,16,3,2015,7,CHIS,March
2620,16,4,2015,16,CHIS,April
2621,16,5,2015,14,CHIS,May
2622,16,6,2015,11,CHIS,June
2623,16,7,2015,13,CHIS,July
2624,16,8,2015,15,CHIS,August
2625,16,9,2015,9,CHIS,September
2626,16,10,2015,7,CHIS,October
2627,16,11,2015,4,CHIS,November
2628,16,12,2015,0,CHIS,December
2629,16,1,2016,7,CHIS,January
2630,16,2,2016,7,CHIS,February
2631,16,3,2016,9,CHIS,March
2632,16,4,2016,5,CHIS,April
2633,16,5,2016,10,CHIS,May
2634,16,6,2016,6,CHIS,June
2635,16,7,2016,13,CHIS,July
2636,16,8,2016,12,CHIS,August
2637,16,9,2016,15,CHIS,September
2638,16,10,2016,13,CHIS,October
2639,16,11,2016,4,CHIS,November
2640,16,12,2016,6,CHIS,December
2641,16,1,2017,5,CHIS,January
2642,16,2,2017,4,CHIS,February
2643,16,3,2017,7,CHIS,March
2644,16,4,2017,12,CHIS,April
2645,16,5,2017,11,CHIS,May
2646,16,6,2017,11,CHIS,June
2647,16,7,2017,11,CHIS,July
2648,16,8,2017,7,CHIS,August
2649,16,9,2017,17,CHIS,September
2650,16,10,2017,5,CHIS,October
2651,16,11,2017,4,CHIS,November
2652,16,12,2017,1,CHIS,December
2653,17,1,2005,1,CANY,January
2654,17,2,2005,0,CANY,February
2655,17,3,2005,11,CANY,March
2656,17,4,2005,3,CANY,April
2657,17,5,2005,11,CANY,May
2658,17,6,2005,13,CANY,June
2659,17,7,2005,10,CANY,July
2660,17,8,2005,15,CANY,August
2661,17,9,2005,15,CANY,September
2662,17,10,2005,27,CANY,October
2663,17,11,2005,7,CANY,November
2664,17,12,2005,3,CANY,December
2665,17,1,2006,7,CANY,January
2666,17,2,2006,5,CANY,February
2667,17,3,2006,21,CANY,March
2668,17,4,2006,26,CANY,April
2669,17,5,2006,23,CANY,May
2670,17,6,2006,16,CANY,June
2671,17,7,2006,11,CANY,July
2672,17,8,2006,21,CANY,August
2673,17,9,2006,31,CANY,September
2674,17,10,2006,31,CANY,October
2675,17,11,2006,21,CANY,November
2676,17,12,2006,4,CANY,December
2677,17,1,2007,15,CANY,January
2678,17,2,2007,7,CANY,February
2679,17,3,2007,29,CANY,March
2680,17,4,2007,59,CANY,April
2681,17,5,2007,64,CANY,May
2682,17,6,2007,39,CANY,June
2683,17,7,2007,26,CANY,July
2684,17,8,2007,32,CANY,August
2685,17,9,2007,38,CANY,September
2686,17,10,2007,45,CANY,October
2687,17,11,2007,24,CANY,November
2688,17,12,2007,13,CANY,December
2689,17,1,2008,13,CANY,January
2690,17,2,2008,18,CANY,February
2691,17,3,2008,39,CANY,March
2692,17,4,2008,27,CANY,April
2693,17,5,2008,28,CANY,May
2694,17,6,2008,41,CANY,June
2695,17,7,2008,42,CANY,July
2696,17,8,2008,38,CANY,August
2697,17,9,2008,44,CANY,September
2698,17,10,2008,34,CANY,October
2699,17,11,2008,13,CANY,November
2700,17,12,2008,9,CANY,December
2701,17,1,2009,22,CANY,January
2702,17,2,2009,21,CANY,February
2703,17,3,2009,29,CANY,March
2704,17,4,2009,42,CANY,April
2705,17,5,2009,65,CANY,May
2706,17,6,2009,37,CANY,June
2707,17,7,2009,33,CANY,July
2708,17,8,2009,61,CANY,August
2709,17,9,2009,39,CANY,September
2710,17,10,2009,37,CANY,October
2711,17,11,2009,40,CANY,November
2712,17,12,2009,9,CANY,December
2713,17,1,2010,17,CANY,January
2714,17,2,2010,18,CANY,February
2715,17,3,2010,29,CANY,March
2716,17,4,2010,58,CANY,April
2717,17,5,2010,72,CANY,May
2718,17,6,2010,56,CANY,June
2719,17,7,2010,58,CANY,July
2720,17,8,2010,64,CANY,August
2721,17,9,2010,102,CANY,September
2722,17,10,2010,62,CANY,October
2723,17,11,2010,29,CANY,November
2724,17,12,2010,16,CANY,December
2725,17,1,2011,19,CANY,January
2726,17,2,2011,17,CANY,February
2727,17,3,2011,45,CANY,March
2728,17,4,2011,58,CANY,April
2729,17,5,2011,100,CANY,May
2730,17,6,2011,84,CANY,June
2731,17,7,2011,46,CANY,July
2732,17,8,2011,47,CANY,August
2733,17,9,2011,76,CANY,September
2734,17,10,2011,66,CANY,October
2735,17,11,2011,31,CANY,November
2736,17,12,2011,18,CANY,December
2737,17,1,2012,25,CANY,January
2738,17,2,2012,16,CANY,February
2739,17,3,2012,50,CANY,March
2740,17,4,2012,66,CANY,April
2741,17,5,2012,80,CANY,May
2742,17,6,2012,45,CANY,June
2743,17,7,2012,63,CANY,July
2744,17,8,2012,40,CANY,August
2745,17,9,2012,90,CANY,September
2746,17,10,2012,60,CANY,October
2747,17,11,2012,41,CANY,November
2748,17,12,2012,24,CANY,December
2749,17,1,2013,12,CANY,January
2750,17,2,2013,13,CANY,February
2751,17,3,2013,46,CANY,March
2752,17,4,2013,44,CANY,April
2753,17,5,2013,59,CANY,May
2754,17,6,2013,47,CANY,June
2755,17,7,2013,45,CANY,July
2756,17,8,2013,55,CANY,August
2757,17,9,2013,61,CANY,September
2758,17,10,2013,26,CANY,October
2759,17,11,2013,31,CANY,November
2760,17,12,2013,12,CANY,December
2761,17,1,2014,20,CANY,January
2762,17,2,2014,17,CANY,February
2763,17,3,2014,38,CANY,March
2764,17,4,2014,50,CANY,April
2765,17,5,2014,65,CANY,May
2766,17,6,2014,35,CANY,June
2767,17,7,2014,30,CANY,July
2768,17,8,2014,38,CANY,August
2769,17,9,2014,38,CANY,September
2770,17,10,2014,57,CANY,October
2771,17,11,2014,28,CANY,November
2772,17,12,2014,23,CANY,December
2773,17,1,2015,15,CANY,January
2774,17,2,2015,24,CANY,February
2775,17,3,2015,44,CANY,March
2776,17,4,2015,35,CANY,April
2777,17,5,2015,68,CANY,May
2778,17,6,2015,37,CANY,June
2779,17,7,2015,29,CANY,July
2780,17,8,2015,41,CANY,August
2781,17,9,2015,38,CANY,September
2782,17,10,2015,44,CANY,October
2783,17,11,2015,30,CANY,November
2784,17,12,2015,8,CANY,December
2785,17,1,2016,5,CANY,January
2786,17,2,2016,10,CANY,February
2787,17,3,2016,26,CANY,March
2788,17,4,2016,37,CANY,April
2789,17,5,2016,42,CANY,May
2790,17,6,2016,37,CANY,June
2791,17,7,2016,22,CANY,July
2792,17,8,2016,26,CANY,August
2793,17,9,2016,49,CANY,September
2794,17,10,2016,50,CANY,October
2795,17,11,2016,37,CANY,November
2796,17,12,2016,21,CANY,December
2797,17,1,2017,5,CANY,January
2798,17,2,2017,10,CANY,February
2799,17,3,2017,16,CANY,March
2800,17,4,2017,36,CANY,April
2801,17,5,2017,55,CANY,May
2802,17,6,2017,21,CANY,June
2803,17,7,2017,20,CANY,July
2804,17,8,2017,38,CANY,August
2805,17,9,2017,30,CANY,September
2806,17,10,2017,16,CANY,October
2807,17,11,2017,14,CANY,November
2808,17,12,2017,4,CANY,December
2809,18,1,2005,0,BISC,January
2810,18,2,2005,0,BISC,February
2811,18,3,2005,0,BISC,March
2812,18,4,2005,3,BISC,April
2813,18,5,2005,1,BISC,May
2814,18,6,2005,0,BISC,June
2815,18,7,2005,0,BISC,July
2816,18,8,2005,0,BISC,August
2817,18,9,2005,0,BISC,September
2818,18,10,2005,0,BISC,October
2819,18,11,2005,1,BISC,November
2820,18,12,2005,1,BISC,December
2821,18,1,2006,1,BISC,January
2822,18,2,2006,0,BISC,February
2823,18,3,2006,3,BISC,March
2824,18,4,2006,1,BISC,April
2825,18,5,2006,0,BISC,May
2826,18,6,2006,0,BISC,June
2827,18,7,2006,1,BISC,July
2828,18,8,2006,2,BISC,August
2829,18,9,2006,2,BISC,September
2830,18,10,2006,1,BISC,October
2831,18,11,2006,1,BISC,November
2832,18,12,2006,0,BISC,December
2833,18,1,2007,2,BISC,January
2834,18,2,2007,0,BISC,February
2835,18,3,2007,2,BISC,March
2836,18,4,2007,2,BISC,April
2837,18,5,2007,1,BISC,May
2838,18,6,2007,4,BISC,June
2839,18,7,2007,2,BISC,July
2840,18,8,2007,4,BISC,August
2841,18,9,2007,2,BISC,September
2842,18,10,2007,2,BISC,October
2843,18,11,2007,5,BISC,November
2844,18,12,2007,2,BISC,December
2845,18,1,2008,4,BISC,January
2846,18,2,2008,1,BISC,February
2847,18,3,2008,2,BISC,March
2848,18,4,2008,3,BISC,April
2849,18,5,2008,0,BISC,May
2850,18,6,2008,3,BISC,June
2851,18,7,2008,1,BISC,July
2852,18,8,2008,3,BISC,August
2853,18,9,2008,2,BISC,September
2854,18,10,2008,2,BISC,October
2855,18,11,2008,2,BISC,November
2856,18,12,2008,1,BISC,December
2857,18,1,2009,7,BISC,January
2858,18,2,2009,6,BISC,February
2859,18,3,2009,1,BISC,March
2860,18,4,2009,3,BISC,April
2861,18,5,2009,5,BISC,May
2862,18,6,2009,1,BISC,June
2863,18,7,2009,3,BISC,July
2864,18,8,2009,2,BISC,August
2865,18,9,2009,3,BISC,September
2866,18,10,2009,3,BISC,October
2867,18,11,2009,4,BISC,November
2868,18,12,2009,4,BISC,December
2869,18,1,2010,2,BISC,January
2870,18,2,2010,5,BISC,February
2871,18,3,2010,6,BISC,March
2872,18,4,2010,4,BISC,April
2873,18,5,2010,9,BISC,May
2874,18,6,2010,2,BISC,June
2875,18,7,2010,1,BISC,July
2876,18,8,2010,3,BISC,August
2877,18,9,2010,2,BISC,September
2878,18,10,2010,3,BISC,October
2879,18,11,2010,9,BISC,November
2880,18,12,2010,5,BISC,December
2881,18,1,2011,7,BISC,January
2882,18,2,2011,4,BISC,February
2883,18,3,2011,10,BISC,March
2884,18,4,2011,7,BISC,April
2885,18,5,2011,4,BISC,May
2886,18,6,2011,2,BISC,June
2887,18,7,2011,3,BISC,July
2888,18,8,2011,1,BISC,August
2889,18,9,2011,2,BISC,September
2890,18,10,2011,5,BISC,October
2891,18,11,2011,10,BISC,November
2892,18,12,2011,3,BISC,December
2893,18,1,2012,3,BISC,January
2894,18,2,2012,2,BISC,February
2895,18,3,2012,4,BISC,March
2896,18,4,2012,3,BISC,April
2897,18,5,2012,4,BISC,May
2898,18,6,2012,4,BISC,June
2899,18,7,2012,7,BISC,July
2900,18,8,2012,6,BISC,August
2901,18,9,2012,9,BISC,September
2902,18,10,2012,7,BISC,October
2903,18,11,2012,2,BISC,November
2904,18,12,2012,6,BISC,December
2905,18,1,2013,8,BISC,January
2906,18,2,2013,4,BISC,February
2907,18,3,2013,9,BISC,March
2908,18,4,2013,1,BISC,April
2909,18,5,2013,2,BISC,May
2910,18,6,2013,6,BISC,June
2911,18,7,2013,6,BISC,July
2912,18,8,2013,3,BISC,August
2913,18,9,2013,7,BISC,September
2914,18,10,2013,4,BISC,October
2915,18,11,2013,1,BISC,November
2916,18,12,2013,4,BISC,December
2917,18,1,2014,2,BISC,January
2918,18,2,2014,5,BISC,February
2919,18,3,2014,4,BISC,March
2920,18,4,2014,2,BISC,April
2921,18,5,2014,2,BISC,May
2922,18,6,2014,5,BISC,June
2923,18,7,2014,3,BISC,July
2924,18,8,2014,1,BISC,August
2925,18,9,2014,0,BISC,September
2926,18,10,2014,4,BISC,October
2927,18,11,2014,0,BISC,November
2928,18,12,2014,4,BISC,December
2929,18,1,2015,7,BISC,January
2930,18,2,2015,1,BISC,February
2931,18,3,2015,1,BISC,March
2932,18,4,2015,3,BISC,April
2933,18,5,2015,5,BISC,May
2934,18,6,2015,4,BISC,June
2935,18,7,2015,1,BISC,July
2936,18,8,2015,5,BISC,August
2937,18,9,2015,2,BISC,September
2938,18,10,2015,9,BISC,October
2939,18,11,2015,3,BISC,November
2940,18,12,2015,2,BISC,December
2941,18,1,2016,8,BISC,January
2942,18,2,2016,5,BISC,February
2943,18,3,2016,5,BISC,March
2944,18,4,2016,5,BISC,April
2945,18,5,2016,2,BISC,May
2946,18,6,2016,1,BISC,June
2947,18,7,2016,3,BISC,July
2948,18,8,2016,2,BISC,August
2949,18,9,2016,1,BISC,September
2950,18,10,2016,4,BISC,October
2951,18,11,2016,2,BISC,November
2952,18,12,2016,2,BISC,December
2953,18,1,2017,2,BISC,January
2954,18,2,2017,1,BISC,February
2955,18,3,2017,0,BISC,March
2956,18,4,2017,4,BISC,April
2957,18,5,2017,2,BISC,May
2958,18,6,2017,0,BISC,June
2959,18,7,2017,2,BISC,July
2960,18,8,2017,1,BISC,August
2961,18,9,2017,1,BISC,September
2962,18,10,2017,0,BISC,October
2963,18,11,2017,0,BISC,November
2964,18,12,2017,0,BISC,December
2965,19,1,2005,2,GUMO,January
2966,19,2,2005,0,GUMO,February
2967,19,3,2005,2,GUMO,March
2968,19,4,2005,0,GUMO,April
2969,19,5,2005,2,GUMO,May
2970,19,6,2005,0,GUMO,June
2971,19,7,2005,0,GUMO,July
2972,19,8,2005,2,GUMO,August
2973,19,9,2005,2,GUMO,September
2974,19,10,2005,1,GUMO,October
2975,19,11,2005,0,GUMO,November
2976,19,12,2005,3,GUMO,December
2977,19,1,2006,0,GUMO,January
2978,19,2,2006,1,GUMO,February
2979,19,3,2006,6,GUMO,March
2980,19,4,2006,3,GUMO,April
2981,19,5,2006,6,GUMO,May
2982,19,6,2006,1,GUMO,June
2983,19,7,2006,2,GUMO,July
2984,19,8,2006,4,GUMO,August
2985,19,9,2006,2,GUMO,September
2986,19,10,2006,5,GUMO,October
2987,19,11,2006,6,GUMO,November
2988,19,12,2006,5,GUMO,December
2989,19,1,2007,3,GUMO,January
2990,19,2,2007,4,GUMO,February
2991,19,3,2007,7,GUMO,March
2992,19,4,2007,1,GUMO,April
2993,19,5,2007,10,GUMO,May
2994,19,6,2007,1,GUMO,June
2995,19,7,2007,1,GUMO,July
2996,19,8,2007,7,GUMO,August
2997,19,9,2007,4,GUMO,September
2998,19,10,2007,3,GUMO,October
2999,19,11,2007,7,GUMO,November
3000,19,12,2007,4,GUMO,December
3001,19,1,2008,6,GUMO,January
3002,19,2,2008,6,GUMO,February
3003,19,3,2008,9,GUMO,March
3004,19,4,2008,9,GUMO,April
3005,19,5,2008,2,GUMO,May
3006,19,6,2008,5,GUMO,June
3007,19,7,2008,5,GUMO,July
3008,19,8,2008,4,GUMO,August
3009,19,9,2008,2,GUMO,September
3010,19,10,2008,3,GUMO,October
3011,19,11,2008,10,GUMO,November
3012,19,12,2008,9,GUMO,December
3013,19,1,2009,3,GUMO,January
3014,19,2,2009,2,GUMO,February
3015,19,3,2009,6,GUMO,March
3016,19,4,2009,3,GUMO,April
3017,19,5,2009,10,GUMO,May
3018,19,6,2009,5,GUMO,June
3019,19,7,2009,4,GUMO,July
3020,19,8,2009,6,GUMO,August
3021,19,9,2009,3,GUMO,September
3022,19,10,2009,10,GUMO,October
3023,19,11,2009,4,GUMO,November
3024,19,12,2009,3,GUMO,December
3025,19,1,2010,7,GUMO,January
3026,19,2,2010,6,GUMO,February
3027,19,3,2010,14,GUMO,March
3028,19,4,2010,6,GUMO,April
3029,19,5,2010,4,GUMO,May
